category_id	title	availability	group_type	descript	notes
161	Matrix pattern completion	0	1	The participant was presented with a series of matrix pattern blocks with an element missing and asked to select the element that best completed the pattern from a range of displayed choices. This test was introduced online in 2021 after being deployed in the UKB assessment centres on a touchscreen (see ~L501~) ). <p> The OQS website includes a working demonstration of the questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=15~.	The test is an adapted version of matrices implemented as part of the COGNITO battery of tests developed by Karen Ritchie and colleagues, Institut National de la Sant&eacute; et de la Recherche M&eacute;dicale (INSERM), France. <p>Ritchie K, de Roquefeuil G, Ritchie CW et al. 'COGNITO: Computerised Assessment of Information Processing.' Journal of Psychology & Psychotherapy. 2014; 4(2).
162	Cardiac and aortic function #2	0	1	Derived (from MRI) phenotypes of cardiac and aortic structure and function. <br><br>Associated publications: <ul> <li>Petersen et al,. 2017. ~P1364~</li> <li>Biasiolli, et al., 2019. ~P1972~</li> <li>Ferdian, et al., 2020. ~P1890~</li> <li>Bard, et al., 2021. ~P4331~</li> <li>Aung, et al., 2022. ~Ehttps://www.nature.com/articles/s41588-022-01083-2~</li> </ul> These fields have been derived separately from those in Category 157 and should not be considered together without careful assessment of quality.	
163	Neurobiomarkers	0	1	EDTA plasma samples, collected during UK Biobank imaging assessment, were sent to University College London UKDRI Fluid Biomarker Lab for assay in association with Project 76059. <br><br>Each plasma sample was measured in singlicates for Quanterix Simoa Neurology 4-plex E (AB40, AB42, GFAP, NF-light) and Quanterix Simoa pTau-181V2 using Quanterix Simoa HD-X Analyzer. <br><br>The processed samples originated from participants engaged in the UK Biobank COVID-19 re-imaging study. <br>For details of the COVID-19 re-imaging study and the matched case-control features of this sub-section of the cohort, please see ~R2120~ and ~F41000~.	
164	Entry method	0	1	Participants were asked to record the system/technology they used to perform the cognitive tests. This was done to allow analyses to allow for possible effects due to differences therein, for example a difference in input speed between keyboard and touchscreen.	
170	Exome sequences	0	1	The first tranche of UK Biobank whole exome sequencing (WES) was made available for 50,000 UK Biobank participants in March 2019, and the data for an additional 150,000 participants was made available in October 2020. Initially data was computed using two protocols, FE and SPB, however these were replaced by a new improved unified OQFE pipeline when the additional 150,000 sequences were released (with the earlier values being reprocessed to match this). <p> Fields 23141-23146 will eventually contain information on all the participants for whom exome sequencing is possible. It will only be possible to access the data for these fields in-situ via UK Biobank's Research Access Platform.	The first 50k release prioritized individuals with whole body MRI imaging data, enhanced baseline measurements, hospital episode statistics (HES), and/or linked primary care records. Additionally, one disease area was selected for enrichment: individuals with admission to hospital with a primary diagnosis of asthma (ICD10 J45 or J46). With the addition of the additional 150k samples, the 200k release includes 1,135 parent-offspring pairs, 3,855 full-sibling pairs, including 101 trios, 27 monozygotic twin pair and 7,461 second degree genetically determined relationships. <p> Exomes were captured with the IDT xGen Exome Research Panel v1.0 including supplemental probes. The basic design targets 39 Mbp of the human genome (19,396 genes). Multiplexed samples were sequenced with dual-indexed 75x75 bp paired-end reads on the Illumina NovaSeq 6000 platform using S2 (initial 50k release) and S4 flow cells (all subsequent samples). A different IDT v1.0 oligo lot was used in the initial 50k sequencing than was used in the sequencing of all subsequent samples. Inclusion of this information as a covariate in downstream analyses is recommended. In each sample and among targeted bases, coverage exceeds 20X at 95.2% of sites on average. Complete sequencing protocols are described in detail by the summary manuscript (~Ehttps://pubmed.ncbi.nlm.nih.gov/33087929/~). <p> Primary and secondary analysis for the UKB 200k release was performed with an updated Functional Equivalence (FE) protocol that retains original quality scores in the CRAM files (referred to as the OQFE protocol, ~Ehttps://www.medrxiv.org/content/10.1101/2020.11.02.20222232v1~). The OQFE protocol aligns and duplicate-marks all raw sequencing data (FASTQs) to the full GRCh38 reference in an alt-aware manner as described in the original FE manuscript (~Ehttps://pubmed.ncbi.nlm.nih.gov/30279509/~). The OQFE CRAMs were then called for small variants with DeepVariant to generate per-sample gVCFs. These gVCFs were aggregated and joint-genotyped with GLnexus (~Ehttps://www.biorxiv.org/content/10.1101/572347v1~) to create a single multi-sample VCF (pVCF) for all UKB 200k samples. PLINK files were derived directly from this pVCF. Please note: to ensure that the UKB 200k data supports a broad range of analyses, no variant- or sample-level filters were pre-applied to the pVCF or PLINK files. The publicly released pVCF is the direct output of GLnexus, from which the PLINK files are generated. The pVCF contains allele-read depths and genotype qualities for all genotypes from which variant- and sample-level QC metrics can be calculated and to which analysis-specific filters can be applied. Examples of such filtering are described in the UKB 200K preprint (~Ehttps://www.medrxiv.org/content/10.1101/2020.11.02.20222232v1~). <p> Please note that the OQFE protocol differs from both previous UKB 50k releases, SPB and FE, which are described below for reference. All UKB 200k samples were processed from FASTQ with the OQFE docker (~Ehttps://hub.docker.com/r/dnanexus/oqfe~). Further details are provided in the WES FAQ at ~Ehttps://www.ukbiobank.ac.uk/media/cfulxh52/uk-biobank-exome-release-faq_v9-december-2020.pdf~ <p> In the original protocol, the SPB pipeline first converted all raw sequencing data to FASTQs according to Illumina NovaSeq best practices and aligned those reads to the GRCh38 reference genome with BWA-mem to generate a CRAM file for each sample. After read-duplicate marking, SNVs and indels were called for with WeCall (GenomicsPLC), generating a gVCF per sample. These gVCFs were joint genotyped using GLnexus (~Ehttps://www.biorxiv.org/content/10.1101/572347v1~) to create a single, unfiltered project-level VCF (pVCF). Genotype depth filters (SNV DP&ge;7, indel DP&ge;10) were applied prior to variant site filters requiring at least one variant genotype passing an allele balance filter (heterozygous SNV AB>0.15, heterozygous indel<0.20), resulting in a second 'filtered' pVCF. <p> To maximize data utility and ease of use, an additional "Functionally Equivalent" (FE) pVCF was generated from FASTQs, following the primary analysis protocol described in the 2018 manuscript (PMID: 30279509) and then subject to GATK 3.0 variant calling and hard filtering of variants with inbreeding coefficient<-0.03 or without at least one variant genotype of DP&ge;10, GQ&ge;20 and, if heterozygous, AB&ge;0.20.
171	Previous exome releases	0	1	Previous releases of exome data which have since been superceded. <p>Note that the original release of the SPB variant (Fields 23170-23174) was found to contain errors and has been replaced by corrected values in Fields 23175-23179. Both FE and SPB results are now obsolete and only the OQFE results should be used. <p><b>From the end of August 2022, no download access for these datafields will be available.</b>	
172	Alternative exome processing	0	1	Exome results which have been processed by methods other than thoses used for the main release in ~L170~.	
180	Whole genome sequences	0	1	Whole genome sequencing data for 500,000 participants was released in late 2023, with a previous public release of the first 200,000 participants made available in late 2021. <p>500,000 participants were sequenced between 2018-2021 using Illumina NovaSeq technology. Sequencing was completed in two phases: <br><br>The Vanguard phase of 50,000 samples, with sequencing performed at Wellcome Sanger Institute and bioinformatics provided by Seven Bridges <br>The Main Phase of 450,000 samples, with sequencing divided between Wellcome Sanger Institute and deCODE Genetics. <br>Bioinformatics was provided by Seven Bridges for samples sequenced at Wellcome Sanger Institute, and provided in-house for those sequenced at deCODE Genetics. <p>The genomes were originally processed and joint called using BWA-mem and GATK, with this version of the dataset provided in ~L270~. Subsequently, the data were reprocessed using DRAGEN 3.7.8 with individual and joint-called data available in ~L185~. <p>The whole genome sequencing data were quality controlled; direct output files from some quality confirmation steps are available for each pipeline version in the respective categories, and specific metrics in tabular format are made available in ~L187~. <p>Data from previous releases is available in ~L186~.	
181	BGI WGS pilot	0	1	During Q1/2018, UK Biobank made available a small number of samples to run 'proof-of-concept' whole genome sequencing to allow service providers be confident that their chosen technology platform would meet UK Biobank's quality requirements. As part of this, 48 samples (with an additional two blind spike duplicates) were provided to BGI. This category containts the results of this exercise. <p> The samples provided contained 100 microL total sample volume normalised to 20 nanograms/microL (2 nano-g total yield) and quantified via UV/VIS spectroscopy using Trinean DropSense 96 platform. BGI sequenced these using a BGISEQ-500 platform.	
182	Broad WGS pilot	0	1	During Q1/2018, UK Biobank made available a small number of samples to run 'proof-of-concept' whole genome sequencing to allow service providers be confident that their chosen technology platform would meet UK Biobank's quality requirements. As part of this, 48 samples (with an additional two blind spike duplicates) were provided to the Broad Institute (Harvard/MIT). This category contains the results of this exercise. <p> The samples provided contained 100 microL total sample volume normalised to 20 nanograms/microL (2 nano-g total yield) and quantified via UV/VIS spectroscopy using Trinean DropSense 96 platform. The Broad Institute sequenced these using an Illumina NovaSeq platform.	
183	WGS pilot studies	0	1	Whole genome sequences created during pilot studies prior to UK Biobanks main sequencing phase.	
185	DRAGEN WGS	0	1	Whole Genome Sequencing data for 500,000 participants was re-processed using DRAGEN 3.7.8, with individual and joint-called data available for all participants. In addition to CRAM and gVCF files, this dataset includes structural variation (SV), short tandem repeats (STRs) identified with ExpansionHunter 4, and CYP2D6 genotyping per participant. <p>Documentation on DRAGEN 3.7.8 is available <a href="https://support.illumina.com/content/dam/illumina-support/documents/documentation/software_documentation/dragen-bio-it/Illumina-DRAGEN-Bio-IT-Platform-User-Guide-1000000141465-00.pdf">here</a>.	
186	Previous WGS releases	0	1	Previous provisional releases of the whole genome sequencing data, which are now superceded.	
187	QC metrics for WGS processing	0	1	Additional QC metrics for whole genome sequence data.	
190	Freesurfer ASEG	0	1	Data generated with Freesurfer by subcortical volumetric segmentation (aseg).	
191	Freesurfer subsegmentation	0	1	Data generated with Freesurfer by subcortical volumetric sub-segmentation of various regions (see individual Field Notes).	
192	Freesurfer desikan white	0	1	Data generated with Freesurfer by parcellation of the white surface using Desikan-Killiany parcellation.	
193	Freesurfer desikan pial	0	1	Data generated with Freesurfer by parcellation of the pial surface using Desikan-Killiany parcellation.	
194	Freesurfer desikan gw	0	1	Data generated with Freesurfer calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation.	
195	Freesurfer BA exvivo	0	1	Data generated with Freesurfer by parcellation of the white surface using BA_exvivo parcellation.	
196	Freesurfer DKT	0	1	Data generated with Freesurfer by parcellation of the white surface using DKT parcellation.	
197	Freesurfer a2009s	0	1	Data generated with Freesurfer by parcellation of the white surface using Destrieux (a2009s) parcellation.	
198	Surface-based analysis of resting and task fMRI	0	1	Surface-based analysis of resting and task fMRI, including MSMall multimodal surface warps	
200	Native atlases	0	1	Categories 200-204 contain derived functional and structural brain data associated with Mansour et al., 2023. bioRvix, doi: <a href="https://doi.org/10.1101/2023.03.10.532036">10.1101/2023.03.10.532036</a> <br> <br> This category contains volumetric brain atlas parcellations in 'Native' space (the space in which a subject's brain imaging data is originally available). These parcellations segment cortical and subcortical gray matter into distinct brain regions. <br> <br> These parcellations are separated into the 'Structural and functional' and 'Diffusion' sub-categories. <br> The 'Structural and functional' category contains a field for each available brain parcellation in native volumetric T1 space, native volumetric fMRI space, and fsnative surface space. <br> The 'Diffusion' category contains a field for each available brain parcellation in native volumetric dMRI space. <br> <br> Field 31000 in this category contains the inverted nonlinear warp to transform from MNI to native T1 space for each participant. <br> <br> Code used to derive these data is available at <a href="https://github.com/sina-mansour/UKB-connectomics">github.com/sina-mansour/UKB-connectomics</a>	
201	Diffusion	0	1	The fields in category 201 each contain an atlas parcellation in native volumetric diffusion MRI space.	
202	Structural and functional	0	1	The fields in category 202 each contain an atlas parcellation in native volumetric T1, fMRI, and freesurfer native surface space.	
203	Functional time series	0	1	Here, we provide regionally averaged BOLD timeseries for multiple brain parcellation atlases. <br>These will allow researchers to create functional connectomes to characterise statistical dependencies between the BOLD time series recorded from different brain regions. <br>A global signal timeseries is also provide which averages the BOLD time series over all voxels belonging to the anatomical brain mask. <br><br>The derivation of this data is described in Mansour et al., 2023. bioRvix, doi: <a href="https://doi.org/10.1101/2023.03.10.532036">10.1101/2023.03.10.532036</a> and <a href="https://github.com/sina-mansour/UKB-connectomics">github.com/sina-mansour/UKB-connectomics</a>	
204	Connectomes	0	1	Structural connectomes provide a network representation of the brain white matter axonal architecture. <br> Whole-brain tractography is used to map white matter axonal pathways from an individual's diffusion MRI data and enable estimation of the connectivity properties of these pathways using any of a number of structural connectivity measures. <br> <br> The Connectome fields in this category contain the structural connectivity matrices for the combination of a cortical and subcortical parcellation. Endpoint coordinates and quality metrics are also provided for the tractography. <br> <br>The derivation of this data is described in Mansour et al., 2023. bioRvix, doi: <a href="https://doi.org/10.1101/2023.03.10.532036">10.1101/2023.03.10.532036</a> and <a href="https://github.com/sina-mansour/UKB-connectomics">github.com/sina-mansour/UKB-connectomics</a>	
205	Sleep	0	1	Results of the on-line sleep questionnaire <p> Please note that many of the questions in this questionnaire are from validated scales and UK Biobank has used them with permission from the author or licence holder, as detailed in the separate categories below. If you wish to use these questions in your own research, you must contact the relevant author or licence holder to ensure that you have their permission before using the questions in your own study.	
206	Sleep behaviour	0	1	Sleep behaviour reported within the on-line sleep questionnaire <p>Questions in data fields 30425 - 30429 are adapted from the reduced Morningness-Eveningness Questionnaire (rMEQ) with the author's permission. <p>Adan A & Almirall H. Horne & &Ouml;stberg morningness-eveningness questionnaire: A reduced scale, Personality and Individual Differences. 1991; 12(3):241-253	
207	Work and sleep	0	1	Work and sleep reported within the on-line sleep questionnaire <p>Questions in data fields 30432-30435 are adapted from the Shiftwork Disorder Screening Questionnaire with the publisher's permission. <p>Barger LK, Ogeil RP, Drake CL, et al. Validation of a Questionnaire to Screen for Shift Work Disorder. Sleep. 2012 Dec 1;35(12):1693-1703	
208	Quality of sleep	0	1	Quality of sleep reported within the on-line sleep questionnaire <p> Questions in data fields 30442-30454, 30461 and 30463-30467 are adapted from the Pittsburgh Sleep Quality Index and used under licence. &copy; University of Pittsburgh 1989 and 2010. All Rights Reserved. <p> Buysse D J, Reynolds CF, Monk TH, Berman SR, Kupfer DJ. The Pittsburgh Sleep Quality Index: A new instrument for psychiatric practice and research. Psychiatry Research 1989 May;28(2):193-213.	
209	Insomnia	0	1	Insomnia reported within the on-line sleep questionnaire <p>Questions in data fields 30474 and 30536 - 30543 are adapted from the Sleep Condition Indicator with the author's permission. <ul> <li> Espie CA, Kyle SD, Hames P, Gardani M, Fleming L, Cape J. The Sleep Condition Indicator: a clinical screening tool to evaluate Insomnia Disorder. BMJ Open. 2014 Mar;18;4(3)</li> <li> Espie, CA, Farias Machado P, Carl JR et al. The Sleep Condition Indicator: reference values derived from a sample of 200,000 adults. Journal of Sleep Research. 2018 Jun;27(3)</li> <li> Luik AI, Machado PF, Siriwardena N, Espie CA. Screening for insomnia in primary care: using a two-item version of the Sleep Condition Indicator. British Journal of General Practice 2019 Feb;69(679):79-80</li> </ul>	
210	Sleep disturbances	0	1	Sleep disturbances reported within the on-line sleep questionnaire <p>Questions in data fields 30562 - 30570 are adapted from the Berlin Questionnaire with the author's permission. <p>Netzer NC, Stoohs RA, Netzer CM, Clark K, Strohl KP. Using the Berlin Questionnaire to identify patients at risk for the sleep apnoea syndrome. Annals of Internal Medicine. 1999 Oct 5; 131(7):485-491	
211	Fatigue	0	1	Fatigue reported within the on-line sleep questionnaire <p>Questions in data fields 30572 - 30578 are taken from the Flinders Fatigue Scale with the permission of the author. &copy; M. Gradisar 2007 <p>Gradisar M, Lack L, Richards H, Harris J, Gallasch J, Boundy M, Johnston A. The Flinders Fatigue Scale: preliminary psychometric properties and clinical sensitivity of a new scale for measuring daytime fatigue associated with insomnia. Journal of Clinical Sleep Medicine. 2007 Dec 15;3(7):722-8	
212	Restless legs	0	1	Restless legs reported within the on-line sleep questionnaire <p>Questions in data fields 30579 - 30585 and 32070 are adapted from the Cambridge-Hopkins Restless Legs Questionnaire (CH-RLSq13) licensed by MAPI Research Trust. CH-RLSq &copy; Richard P Allen and Brendan Burchell, 2009 <p>Allen RP, Burchell BJ, MacDonald B, Hening WA, Earley CJ. Validation of the self-completed Cambridge-Hopkins questionnaire (CH-RLSq) for ascertainment of restless legs syndrome (RLS) in a population survey. Sleep Medicine. 2009 Dec;10(10):1097-100	
213	Sleep consequences	0	1	Sleep consequences reported within the on-line sleep questionnaire <p>Questions in data fields 32104-32109 are taken from the British Columbia Cognitive Complaints Index (BC-CCI-E) and included with permission from the author. &copy; 1998, 2005, 2007 Grant Iverson. <p>Iverson GL, Lam RW. Rapid screening for perceived cognitive impairment in major depressive disorder. Annals of Clinical Psychiatry. 2013 May;25(2):135-40.	
214	Family history	0	1	Family history reported within the on-line sleep questionnaire	
215	Lifestyle routines	0	1	Lifestyle routines reported within the on-line sleep questionnaire	
216	Recent feelings	0	1	Recent feelings reported within the on-line sleep questionnaire	
217	Histopathology	0	1	This category contains digitised histopathology slides, pathologist report extracts, and associated metadata received from Oxford University Hospitals (OUH) as part of a pilot linkage project involving approximately 1,100 participants. Participants were included in the pilot if they had a malignant or benign cancer diagnosis recorded in cancer registries since June 2020, and had been treated at an OUH NHS Foundation Trust hospital. <br> <br><b>Please note that the data fields in this category are not yet available for general research.</b>	
220	NMR metabolomics	0	1	NMR metabolic biomarkers generated by Nightingale Health. Data was released as 3 phases, measuring 251 metabolic biomarkers for EDTA plasma samples from approx 491,000 UK Biobank participants. <p>Metabolic biomarkers were measured from randomly selected EDTA plasma samples (aliquot 3) using a high-throughput NMR-based metabolic biomarker profiling platform developed by Nightingale Health Ltd. The measurements took place between June 2019 and April 2020 (Phase 1), April 2020 and June 2022 (Phase 2) and September 2022 and November 2023 (Phase 3) using 9 spectrometers at Nightingale Health, based in Finland. <p>The biomarkers span multiple metabolic pathways, including lipoprotein lipids in 14 subclasses, fatty acids and fatty acid compositions, as well as various low-molecular weight metabolites, such as amino acids, ketone bodies, and glycolysis metabolites quantified in molar concentration units. <p>Previously available data from Phase 1 of the study has been updated as a part of the July 2023 release due to updates in spectrometer recalibration (further information can be found in ~R130~).	
221	NMR metabolomics QC indicators	0	1	QC indicators for NMR-metabolomics. <p>Note that some of the measurements have no QC warning flags raised against them and therefore the corresponding Field does not contain any data.	
222	NMR metabolomics processing	0	1	NMR-metabolomics processing	
263	Genotypes	0	1	Genome-wide genetic data is available for 488,000 UK Biobank participants. <p> Genotype calling was performed by Affymetrix (now part of ThermoFisher Scientific) on two closely related purpose-designed arrays. ~50,000 participants were run on the UK BiLEVE Axiom array (~R149600~) and the remaining ~450,000 were run on the UK Biobank Axiom array (~R149601~). The dataset combines results from both arrays (see ~F22000~) and there are 805,426 markers in the released genotype data. The positions of markers in the data are in GRCh37 coordinates. It was not possible to assay genotypes for some participants (~3%) as sufficient DNA could not be extracted from their blood samples. <p> The genotype data were quality controlled (QC). In addition the dataset was phased and ~96M genotypes were imputed using computationally efficient methods combined with the Haplotype Reference Consortium and UK10K haplotype resources. Classical allelic variations at eleven HLA genes were imputed. Information from the QC pipeline, such as array, and important genetic properties of the data such as population structure and relatedness are available. <p>Details of these analyses, and the methods used to derive other data such as imputation and haplotypes, is given in: <br> Bycroft et al, "The UK Biobank resource with deep phenotyping and genomic data", <a class="basic" href="https://doi.org/10.1038/s41586-018-0579-z">Nature, 562, pp 203-209 (2018)</a>, which Researchers using this data are asked to cite (~R530~). <p> The types of genetic data available are <ul> <li>Genotypes</li> <li>SNP and Sample QC information</li> <li>Imputed Genotypes</li> <li>Phased haplotypes</li> <li>Imputed classical HLA types</li> <li>Genotype intensities</li> <li>Genotype confidences</li> <li>Genotype SNP-posteriors</li> <li>Genotype B-allele-frequency and Log2Ratio</li> <li>Array definition files</li> </ul> <p>Please note that most of the fields in ~L100315~, ~L100319~ and ~L100035~ are indicators showing the availability of data. Researchers must use the gfetch client (available from the Downloads section, instructions for use in ~R668~) to access the actual underlying genomic data or download them from the European Genome-phenome Archive (EGA).	The genetic data is split across a considerable number of files, described further in the various sub-categories, and a summary is given below. Details of the file formats are given in ~R531~. <p> <table border class="wrapper"> <tr><th>Data type</th><th>Class</th><th>Filename(s)</th><th>How to obtain</th></tr> <tr><td>Calls BED</td><td>Anon</td><td>ukb_cal_chrN_vZ.bed</td><td>gfetch 22418</td></tr> <tr><td>Calls BIM</td><td>Anon</td><td>ukb_snp_chrN_vZ.bim</td><td>~R1963~ ukb_snp_bim.tar</td> <tr> <tr><td>Calls FAM</td><td>Link</td><td>ukbA_cal_chrN_vZ_sP.fam</td><td>gfetch 22418 -m</td></tr> <tr><td>Marker-QC</td><td>Static</td><td>ukb_snp_qc.txt</td><td>~R1955~ ukb_snp_qc.txt</td></tr> <tr><td>Sample-QC</td><td>Anon</td><td>ukb_sqc_vZ.txt</td><td>Standard fields in ~L100313~</td></tr> <tr><td>Relatedness</td><td>Link</td><td>ukbA_rel_sP.txt</td><td>gfetch rel</td></tr> <tr><td>Imputation BGEN</td><td>Anon</td><td>ukb_imp_chrN_vZ.bgen</td><td>gfetch 22828</td></tr> <tr><td>Imputation BGI</td><td>Anon</td><td>ukb_bgi_chrN_vZ.bgi</td><td>~R1965~ ukb_imp_bgi.tar</td></tr> <tr><td>Imputation MAF+info</td><td>Anon</td><td>ukb_mfi_chrN_vZ.txt</td><td>~R1967~ ukb_imp_mfi.tar</td></tr> <tr><td>Imputation sample</td><td>Link</td><td>ukbA_imp_chrN_vZ_sP.sample</td><td>gfetch 22828 -m</td></tr> <tr><td>Haplotypes BGEN</td><td>Anon</td><td>ukb_hap_chrN_vZ.bgen</td><td>gfetch 22438</td></tr> <tr><td>Haplotypes BGI</td><td>Anon</td><td>ukb_hbg_chrN_vZ.bgi</td><td>~R1671~ ukb_hap_bgi.tar</td></tr> <tr><td>HLA Imputation</td><td>Anon</td><td>ukb_hla_vZ.txt</td><td>~F22182~</td></tr> <tr><td>Intensity</td><td>Anon</td><td>ukb_int_chrN_vZ.bin</td><td>gfetch 22430</td></tr> <tr><td>Confidences</td><td>Anon</td><td>ukb_con_chrN_vZ.txt</td><td>gfetch 22419</td></tr> <tr><td>CNV log2r</td><td>Anon</td><td>ukb_l2r_chrN_vZ.txt</td><td>gfetch 22431</td></tr> <tr><td>CNV baf</td><td>Anon</td><td>ukb_baf_chrN_vZ.txt</td><td>gfetch 22437</td></tr> <tr><td>SNP-posterior</td><td>Static</td><td>ukb_snp_posterior_chrN.bin</td><td>~R1817~ ukb_ snp_posterior.tar</td></tr> <tr><td>SNP-posterior X BIM</td><td>Static</td><td>ukb_snp_posterior_chrX_haploid.bim</td><td>~R1817~</td></tr> <tr><td>Batch</td><td>Static</td><td>ukb_snp_posterior.batch</td><td>~R1968~ ukb_snp_posterior.batch</td></tr> </table> <ul> <li>The Class of a file encompasses the nature of the data within it and the update strategy, see ~R532~ for full details.</li> <li>References to gfetch refer to a utility program available on the Showcase website.</li> <li>In file names <ul> <li>A = application ID (integer);</li> <li>N = chromosome = 1,...,22,X,Y,XY,MT;</li> <li>Z = version of dataset;</li> <li>P = number of linked samples (i.e.currently consenting participants) in dataset.</li> </ul> </ul> For detailed information on the factors affecting dataset versioning (Z and P) and how to keep the dataset contents and associated resources up to date see ~R668~. <p> A linux shell-script that will automate downloading the Resources is given in ~R534~. <p> A linux shell-script that will assist with downloading the bulk files is given in ~R533~.
264	Genetically deduced phenotypes	0	1	Genetically deduced phenotypes	
265	Telomeres	0	1	The telomere measures were performed in the laboratory of Dr Veryan Codd and Professor Nilesh J. Samani at the University of Leicester, UK. Full details of the methodology used to measure telomere length, including technical adjustments, can be found in Codd, V. et al.	
266	Herpesvirus 6 (HHV-6) integration screening	0	1	Human herpesvirus 6 (HHV-6) integration screening, interim results. Data in this category currently includes results from the initial step of a multi-step iciHHV-6 screening protocol. Additional results, including definitive confirmation of iciHHV-6 status, are expected to be released in Q4, 2024. <br><b> Data in this Category should be considered preliminary and may change as additional data is accrued.	
267	VO2max during exercise	0	1	<p>This category contains fields relating to estimation of VO2max in participants who underwent an ECG during exercise. For details on methodology, please refer to the associated paper: <p>Gonzales, T.I., Westgate, K., Strain, T. et al. Cardiorespiratory fitness assessment using risk-stratified exercise testing and dose-response relationships with disease outcomes. Sci Rep 11, 15315 (2021). DOI: <a href="https://doi.org/10.1038/s41598-021-94768-3">10.1038/s41598-021-94768-3</a>	
268	TaqMan-based HHV-6	0	1	TaqMan-based HHV-6 integration screening	
270	GATK and GraphTyper	0	1	Whole genome sequencing data produced using a BWA-mem and GATK pipeline. <p>Joint variant calling was performed by deCODE Genetics across all 500,000 participants using a GraphTyper pipeline. Details of the joint variant calling and the main phase of the sequencing project are available in <a href="https://www.nature.com/articles/s41586-022-04965-x">Halldorsson et al, Nature 607, 732-740 (2022)</a> <p>Previous Joint Variant Calls are available for the first 150,000 and 200,000 participants in ~L186~.	
271	GATK and GraphTyper	0	1	Previous partial releases of the BWA-mem/GATK and GraphTyper data. The current versions of these fields are available in ~L270~. <p>Whole genome sequencing data was released in two tranches, with an initial 200,000 participants made available ahead of the whole cohort data. This category contains superceded fields for the original 200,000 participant release.	
272	QC metrics for WGS processing	0	1	Previous partial releases of participant-level tabular quality control data. The current versions of these fields are available in ~L187~. <p>Whole genome sequencing data was released in two tranches, with an initial 200,000 participants made available ahead of the whole cohort data. This category contains superceded fields for the original 200,000 participant release.	
273	DRAGEN WGS	0	1	Previous partial releases of the DRAGEN WGS data. The current versions of these fields are available in ~L184~. <p>Whole genome sequencing data was released in two tranches, with an initial 200,000 participants made available ahead of the whole cohort data. This category contains superceded fields for the original 200,000 participant release.	
274	Deprecated Datasets	0	1	Deprecated versions of the 150,000 joint variant call, using GraphTyper and GATK.	
300	Polygenic Risk Scores	0	1	This category contains polygenic risk scores (PRSs) as described in Thompson et al 2022 (https://www.medrxiv.org/content/10.1101/2022.06.16.22276246v1). <br>Data supporting these scores were obtained either entirely from external GWAS data (the Standard PRS set) or from a combination of external and internal UK Biobank data (the Enhanced PRS set). This work was conducted by Genomics PLC under UK Biobank project 9659. <br>Data in this category was updated to Version 2 in May 2024. Version 1 of dataset, available as Showcase fields between March 2022 and May 2024, is now availale via ~D2340~.	
301	Standard PRS	0	1	Standard PRS	
302	Enhanced PRS	0	1	Enhanced PRS	
306	Cardiac radiomics	0	1	Cardiac radiomics	
347	Cardiac monitoring	0	1	Cardiac monitoring data. <b>Please note that the data fields in this category are not yet available for general research.</b>	
348	Cardiac monitoring phase 1	0	1	Cardiac monitoring using irhythm	
349	Cardiac monitoring phase 2	0	1	Cardiac monitoring with Preventice	
501	Matrix pattern completion	0	1	The participant was presented with a series of matrix pattern blocks with an element missing and asked to select the element that best completed the pattern from a range of displayed choices. This test was introduced in 2016 at the Imaging Clinics and later used online (see ~L161~). <p> The OQS website includes a working demonstration of the online version of this questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=15~.	This test is an adapted version of matrices implemented as part of the COGNITO battery of tests developed by Karen Ritchie and colleagues, Institut National de la Sant&eacute; et de la Recherche M&eacute;dicale (INSERM), France. <p>Ritchie K, de Roquefeuil G, Ritchie CW et al. 'COGNITO: Computerised Assessment of Information Processing.' Journal of Psychology & Psychotherapy. 2014; 4(2).
502	Symbol digit substitution	0	1	The participant was presented with one grid linking symbols to single-digit integers and a second grid containing only the symbols. They were then asked to indicate the numbers attached to each of the symbols in the second grid using the first one as a key. <p> This test was introduced in 2016 at the Imaging Clinics. <p> This measure was also performed online in ~L122~. <p> The OQS website includes a working demonstration of the online version of this questionnaire: ~Ehttps://oqsweb.ndph.ox.ac.uk/modetail.cgi?mod_id=16~.	
503	Tower rearranging	0	1	The participant was presented with an illustration of three pegs (towers) on which three differently-coloured hoops had been placed. The were then asked to indicate how many moves it would take to re-arrange the hoops into another specific position. <p> This test was introduced in 2016 at the Imaging Clinics.	Participants were presented with a series of challenges. The actual image presented varied however the challenges were always presented so as to preserve the same order of difficulty, with the correct answers (in order) being: <br> 1, 3, 2, 1, 4, 2, 5, 2, 2, 3, 1, 5, 4, 4, 5, 4, 1, 5
504	Picture vocabulary	0	1	The participant was presented with a series of sets of four pictures accompanied by a word and asked to indicate which image in the set was most closely related to the word displayed. The test varies the difficulty of each subsequent word/picture group according to the correctness of the previous answers, aiming to home-in on a best-estimate of the participant&apos;s vocabulary level. <p> This test was introduced in 2016 at the Imaging Clinics.	Any publications, journal articles or presentations using data from this category should acknowledge that this test was a modified version of the NIH Toolbox Picture Vocabulary Tests amended with permission from NIH Toolbox for use in UK Biobank.
